Feature,Coefficients,abs_coefficients
public schools,-0.12498398701443299,0.12498398701443299
learning,0.10015161971877327,0.10015161971877327
pre-primary education,0.09365730670534607,0.09365730670534607
vocational,0.09159800418105869,0.09159800418105869
peace education,-0.0904190117660217,0.0904190117660217
tertiary education,0.08989603134332483,0.08989603134332483
numeracy,0.08838672366554322,0.08838672366554322
school enrolment,-0.08791352307557515,0.08791352307557515
lower secondary education,0.08489657703701485,0.08489657703701485
upper secondary education,0.08364739114362083,0.08364739114362083
education institutions,0.08362228954864367,0.08362228954864367
teaching,0.07658835247495939,0.07658835247495939
pupil,0.07462548366209953,0.07462548366209953
child development,0.07027298618246378,0.07027298618246378
enrollment,-0.06540808366299096,0.06540808366299096
student assessment,0.06431158549823786,0.06431158549823786
social studies,-0.06263131685078527,0.06263131685078527
tertiary institutions,0.06178481890141896,0.06178481890141896
public education,-0.061333196392017515,0.061333196392017515
public* education*,-0.06133319639201751,0.06133319639201751
educational attainment,-0.06090147084054757,0.06090147084054757
early childhood,0.060503985865046385,0.060503985865046385
school attendance,-0.060476655444879686,0.060476655444879686
education expenditure,0.05938406411430707,0.05938406411430707
qualification*,0.058788345684915214,0.058788345684915214
adult learning,0.058277971684737,0.058277971684737
citizenship* educat*,-0.05806514724387276,0.05806514724387276
higher education institutions,0.05687026466512209,0.05687026466512209
life skills,-0.05671361517702264,0.05671361517702264
private institution,0.056251256382220755,0.056251256382220755
critical thinking,0.056112299869489735,0.056112299869489735
special school,0.055850637131684,0.055850637131684
compulsory education,0.053335908142465506,0.053335908142465506
skills,0.05231700101952863,0.05231700101952863
teacher training,-0.05132812561764943,0.05132812561764943
financial aid,0.05122648586989633,0.05122648586989633
literacy,0.05107592669197427,0.05107592669197427
pedagogy,0.05055766886788998,0.05055766886788998
education policy,-0.04981977657882057,0.04981977657882057
graduates,0.04973214525802656,0.04973214525802656
curricul*,0.04931743512968149,0.04931743512968149
teacher*,0.04883642174264047,0.04883642174264047
learning* opportunit*,0.048194978134668255,0.048194978134668255
learning opportunities,0.0481949781346682,0.0481949781346682
out-of-school,-0.04803618950141725,0.04803618950141725
practical training,0.0478563757079301,0.0478563757079301
special schools,0.047787720727591514,0.047787720727591514
upper secondary school,0.046795726788557084,0.046795726788557084
education act,0.04670011963557746,0.04670011963557746
further education,0.0457585603141058,0.0457585603141058
employability,0.04504996900813551,0.04504996900813551
skills training,-0.044825346310628775,0.044825346310628775
learning outcomes,0.044358904715560914,0.044358904715560914
enrolment,0.042691300189531885,0.042691300189531885
learning tools ,-0.04254842012533088,0.04254842012533088
initial teacher education,0.042346249768355895,0.042346249768355895
educational* need*,-0.041764531817206484,0.041764531817206484
no child left behind,-0.041493021051493544,0.041493021051493544
universal primary education,-0.041299248021333786,0.041299248021333786
teaching method,0.04092322197672405,0.04092322197672405
student,0.040420514433779565,0.040420514433779565
student*,0.04042051443377803,0.04042051443377803
reading* skill*,0.040296833788066005,0.040296833788066005
reading skills,0.04029683378806599,0.04029683378806599
school* dropout*,-0.0398612321310414,0.0398612321310414
educational* polic*,-0.039546985881426314,0.039546985881426314
educational reform,-0.03943035706923245,0.03943035706923245
