Feature,Coefficients,abs_coefficients
youth employment,0.0743214583610878,0.0743214583610878
unemployment rate,0.05589899304201837,0.05589899304201837
job,0.054158777238616604,0.054158777238616604
job quality,0.053933096238835826,0.053933096238835826
forced labour,0.05352190125275778,0.05352190125275778
job creation,0.05334742051828741,0.05334742051828741
labour force survey,0.05153612114085196,0.05153612114085196
informal economy,0.0490562546567632,0.0490562546567632
small enterprises,0.048085562425775864,0.048085562425775864
small enterprise,0.04808556242577585,0.04808556242577585
tourism,0.047631219185599157,0.047631219185599157
neet,0.046178331692297535,0.046178331692297535
youth,0.045601531737881736,0.045601531737881736
smes,0.044010652533537906,0.044010652533537906
female employment,-0.043638081238628466,0.043638081238628466
employment-to-population ratio,0.04219780252855838,0.04219780252855838
labour standard,0.04196018362048512,0.04196018362048512
employment,0.04000966185211012,0.04000966185211012
domestic work,-0.03987933319821435,0.03987933319821435
labour,0.03966906343667121,0.03966906343667121
decent work,0.03910675369126222,0.03910675369126222
occupational injury,0.03576433291379486,0.03576433291379486
ecotourism,-0.034831078427888,0.034831078427888
migrant workers,0.033942274042280556,0.033942274042280556
wage employment,0.03383115715409832,0.03383115715409832
job security,-0.03357484359959403,0.03357484359959403
fiscal policy,0.0332127846880924,0.0332127846880924
unemployed youth,0.03310487034908059,0.03310487034908059
working conditions,0.03264244220655317,0.03264244220655317
informal employment,0.032623232314324256,0.032623232314324256
paid work,-0.0321766373311487,0.0321766373311487
international labour organization,-0.03213473337863335,0.03213473337863335
exchange rate,0.030093062751456505,0.030093062751456505
labour laws,0.029652287520234286,0.029652287520234286
retirement age,0.029632733795635725,0.029632733795635725
underemployment,0.02948553299884781,0.02948553299884781
enterprises,0.02901480797877145,0.02901480797877145
high wage,0.028624736854422513,0.028624736854422513
employment opportunities,-0.028548907625877598,0.028548907625877598
trade union,0.02745877228363713,0.02745877228363713
labour intensive,0.027365513275218908,0.027365513275218908
female labour,-0.0271150692274549,0.0271150692274549
hiring,0.026958656966064812,0.026958656966064812
mandatory retirement,0.026405767649016854,0.026405767649016854
employment problem,0.026265172585616513,0.026265172585616513
boost productivity,0.02604774432353404,0.02604774432353404
tax policy,0.025876340038580185,0.025876340038580185
labour standards,0.025800361865957935,0.025800361865957935
small business,0.024983751836401554,0.024983751836401554
economic growth rate,0.024695826543214273,0.024695826543214273
young workers,0.024268738878866603,0.024268738878866603
entrepreneurship,0.023948023848193358,0.023948023848193358
personal income,0.023929661728873543,0.023929661728873543
employment growth,0.023793615194070424,0.023793615194070424
basic income,0.023465720319927774,0.023465720319927774
loan,0.023338206099134964,0.023338206099134964
migrant worker,0.023171105598988467,0.023171105598988467
job tenure,0.022884555097967257,0.022884555097967257
labour code,0.022742991227147957,0.022742991227147957
secure work,0.02215994442448166,0.02215994442448166
rural economy,0.022123338262360084,0.022123338262360084
informal jobs,-0.022117279370882682,0.022117279370882682
active labour,-0.021470002308568423,0.021470002308568423
employment protection,-0.021245139136461814,0.021245139136461814
labour supply,-0.02124474670426441,0.02124474670426441
equal pay,0.021207439021662524,0.021207439021662524
working poor,-0.020995596785233134,0.020995596785233134
apprenticeship,0.020850055435417892,0.020850055435417892
bank credit,0.020830031343381843,0.020830031343381843
labour economics,0.02072423560850527,0.02072423560850527
full and productive employment,0.020277998037035044,0.020277998037035044
wage level,-0.019789742637601564,0.019789742637601564
tax reform,0.019759099681238037,0.019759099681238037
self-employment,-0.01956032541100179,0.01956032541100179
bargaining power,-0.01934390162034164,0.01934390162034164
loans,-0.019288930035577384,0.019288930035577384
displaced workers,0.018573263703306447,0.018573263703306447
young unemployed,0.018247656377473012,0.018247656377473012
microenterprise,0.017964064986466823,0.017964064986466823
financial independence,0.017892426183927515,0.017892426183927515
