Feature,Coefficients,abs_coefficients
blockchain,0.168735084395627,0.168735084395627
new technologies,0.15237022803255004,0.15237022803255004
telecommunication,0.14116751324269475,0.14116751324269475
automation,0.13078638998942865,0.13078638998942865
mobile,0.13030111278227627,0.13030111278227627
wi-fi,0.12673392412700682,0.12673392412700682
artificial intelligence,0.1250168875994554,0.1250168875994554
industrialisation,0.11386713948781711,0.11386713948781711
network coverage,0.11368250713021434,0.11368250713021434
research and innovation,0.1133471166356143,0.1133471166356143
broadband penetration,0.11257139006777746,0.11257139006777746
mobile phone,-0.11198271427719972,0.11198271427719972
mobile device,-0.10867788908409869,0.10867788908409869
industrialization,0.10833648731086729,0.10833648731086729
digitalisation,0.10518436396807661,0.10518436396807661
connectivity,0.10441802205284423,0.10441802205284423
business sector,0.10333114159531345,0.10333114159531345
l band,0.1002236460603052,0.1002236460603052
access to ict,0.09664624655688066,0.09664624655688066
smes,0.09470009614981145,0.09470009614981145
submarine,0.09294070093693595,0.09294070093693595
ict access,0.09073886447651174,0.09073886447651174
industry 4.0,0.0897312109163609,0.0897312109163609
robotics,0.08960519185446314,0.08960519185446314
innovation,0.08836907182358425,0.08836907182358425
bone,0.08798457322172819,0.08798457322172819
digital divide,0.08754515400132819,0.08754515400132819
early adopter,0.08704783442699267,0.08704783442699267
sustainable industrial,0.08621909914860086,0.08621909914860086
sdg 9,0.08598113815651683,0.08598113815651683
innovation policy,0.0856477493626737,0.0856477493626737
resilient infrastructure,0.08498479743722938,0.08498479743722938
high tech,0.08442001257963667,0.08442001257963667
wireless broadband,0.08247707349213018,0.08247707349213018
digitalization,0.08238268518642276,0.08238268518642276
innovative activities,0.07923797633168868,0.07923797633168868
railway,0.07662701211521276,0.07662701211521276
digital inclusion,0.07550612739935711,0.07550612739935711
mobile broadband,0.07333763329782583,0.07333763329782583
ibm,0.07188533981573585,0.07188533981573585
submarine cable,0.07043957576465881,0.07043957576465881
inclusive innovation,0.06951818074940275,0.06951818074940275
broadband services,0.06901208457606661,0.06901208457606661
financial inclusion,0.06805226341939975,0.06805226341939975
infrastructure,0.06777327651676343,0.06777327651676343
internet,0.06659578227084734,0.06659578227084734
technological developments,0.06427571468943044,0.06427571468943044
smart contract,0.064006800552784,0.064006800552784
industrial development,0.06342377853267668,0.06342377853267668
road infrastructure,-0.06322890366653745,0.06322890366653745
infrastructure investment,0.06245127776603926,0.06245127776603926
sustainable industrialization,0.062105888216727266,0.062105888216727266
small-scale industries,0.0619932325776539,0.0619932325776539
robotic,0.061896422877356354,0.061896422877356354
