Feature,Coefficients,abs_coefficients
biodiversity,0.1523989092986864,0.1523989092986864
forest,0.08264818873922514,0.08264818873922514
biological diversity,0.060685620139968706,0.060685620139968706
protected area,0.05490348050517943,0.05490348050517943
protected areas,0.0508228486283327,0.0508228486283327
national park,0.05081942931325317,0.05081942931325317
habitat,0.04893074551342287,0.04893074551342287
species,0.04828134272972302,0.04828134272972302
biome,0.04521161769099809,0.04521161769099809
land degradation,0.04511642526361326,0.04511642526361326
vegetation,0.04465056856272171,0.04465056856272171
restoration,0.0428517602343917,0.0428517602343917
hunt,0.04212383103434009,0.04212383103434009
hunting,0.0415802457044676,0.0415802457044676
wildlife,0.03775867409252385,0.03775867409252385
terrestrial,0.03721164941468497,0.03721164941468497
ecosystem service,0.036763954840566264,0.036763954840566264
desert,0.036698452034756586,0.036698452034756586
habitats,0.03660447707828366,0.03660447707828366
sustainable forest,0.03585512908053643,0.03585512908053643
plant species,0.034147467936146356,0.034147467936146356
soil erosion,0.03413765477743397,0.03413765477743397
natura 2000,0.033841327730087405,0.033841327730087405
dead wood,-0.033676235525340284,0.033676235525340284
poaching,0.03339603264045281,0.03339603264045281
wood,0.032713707746599756,0.032713707746599756
forest management,0.03190969264211424,0.03190969264211424
poacher,0.031201646613031188,0.031201646613031188
poachers,0.031201646613031188,0.031201646613031188
new forest,0.03019612346907345,0.03019612346907345
ecosystem services,0.029229888922408954,0.029229888922408954
forest cover,0.02763825129339515,0.02763825129339515
illegal hunting,0.025937562029703962,0.025937562029703962
conservation of biological diversity,0.02547058315773558,0.02547058315773558
the new forest,0.02420836077806702,0.02420836077806702
ecosystem,0.023788018769531058,0.023788018769531058
forest dynamics,-0.023645199880762937,0.023645199880762937
marine,-0.02355335201876165,0.02355335201876165
national parks,0.022187711223766258,0.022187711223766258
forest degradation,-0.021988594657753612,0.021988594657753612
biodiversity target,0.021815560127965365,0.021815560127965365
forest landscape,-0.021283710781847678,0.021283710781847678
animals,0.021087043173602684,0.021087043173602684
ramsar site,0.020541783735992348,0.020541783735992348
redd+,0.02041174419076959,0.02041174419076959
reserve,0.020191260613360157,0.020191260613360157
aichi,0.020181448708911833,0.020181448708911833
threatened species,-0.020088509531468356,0.020088509531468356
iucn,0.019931074294264644,0.019931074294264644
forestry sector,0.019604784796461397,0.019604784796461397
forestry,-0.01947567843883221,0.01947567843883221
land cover,-0.018965796208956578,0.018965796208956578
degraded land,0.018791816643185893,0.018791816643185893
community forestry,-0.01866003838881333,0.01866003838881333
native forest,-0.018180936662270473,0.018180936662270473
biodiversity conservation,0.01782223177391388,0.01782223177391388
deserts,0.01773269445332889,0.01773269445332889
native species,-0.017570440837981212,0.017570440837981212
forest product,0.017559185599549016,0.017559185599549016
desertification,-0.01746920446276009,0.01746920446276009
endangered species,0.017345569280116952,0.017345569280116952
logging,0.016914172070070163,0.016914172070070163
