Feature,Coefficients,abs_coefficients
woman,0.1432974896815369,0.1432974896815369
vaw,0.13626828473790423,0.13626828473790423
female,0.12446746035760757,0.12446746035760757
women,0.12374785742964245,0.12374785742964245
gender-based,0.10900411204697012,0.10900411204697012
motherhood,0.10574052758090753,0.10574052758090753
paid work,0.10472434135247191,0.10472434135247191
cedaw,0.10384106055232403,0.10384106055232403
feminism,-0.10073538911688304,0.10073538911688304
gender-specific ,0.10067832406134043,0.10067832406134043
gender relations,-0.09521855912348304,0.09521855912348304
feminist,-0.09490487525481323,0.09490487525481323
pregnant women,-0.09437941047399756,0.09437941047399756
female*-headed* household*,-0.09393986973375598,0.09393986973375598
gender ,0.08493648637672555,0.08493648637672555
under*-represent*,0.08411064996674966,0.08411064996674966
female president,0.081798551471684,0.081798551471684
empower women,0.07023500858901884,0.07023500858901884
women* with* disabilit*,-0.0675365434663077,0.0675365434663077
gender and development,-0.06680615032896962,0.06680615032896962
domestic violence,0.06573774074393864,0.06573774074393864
gender diversity,0.06537657094248112,0.06537657094248112
early marriage,0.06368220200523467,0.06368220200523467
gender* stereotype*,-0.06314263333007389,0.06314263333007389
glass* ceiling*,0.06296198888652942,0.06296198888652942
glass ceiling,0.06296198888652942,0.06296198888652942
fgm,-0.06105639023550327,0.06105639023550327
harassment*,0.060800501633936514,0.060800501633936514
family law,0.060179731523276145,0.060179731523276145
forced* marriage*,0.058787390274361064,0.058787390274361064
forced marriage,0.05878739027436099,0.05878739027436099
unpaid,0.05811037972469824,0.05811037972469824
empowerment of women,-0.05797535212141972,0.05797535212141972
women* entrepreneur*,0.05702601844186189,0.05702601844186189
gender violence,-0.055545995059007244,0.055545995059007244
women in politics,0.054479465470474116,0.054479465470474116
gender parity,0.05433834871585653,0.05433834871585653
"science, technology",0.053971074865921106,0.053971074865921106
femini*,0.05346468796797089,0.05346468796797089
girl,0.05289710932061442,0.05289710932061442
girls*,0.05289710932061356,0.05289710932061356
gender wage gap,0.05279874311413208,0.05279874311413208
gender* inequalit*,0.05278275103395254,0.05278275103395254
women entrepreneurs,0.052458351136276914,0.052458351136276914
occupational segregation,0.05227097943790139,0.05227097943790139
political representation,-0.05186894846802635,0.05186894846802635
gender,0.05169976189880712,0.05169976189880712
empowering,-0.051656355130472516,0.051656355130472516
marginalised,-0.05081041775252777,0.05081041775252777
sexual* assault*,-0.05060386575372141,0.05060386575372141
sexual assault,-0.05060386575372138,0.05060386575372138
sexual* harassment*,0.04976382595888542,0.04976382595888542
sexual harassment,0.049763825958885406,0.049763825958885406
female* candidat*,0.04970208902846551,0.04970208902846551
women's rights,-0.049019738501900105,0.049019738501900105
teenager*,0.04883400583829243,0.04883400583829243
sexual abuse,-0.04858292898582804,0.04858292898582804
female entrepreneurship,-0.04829297025395606,0.04829297025395606
parental leave,0.04826842879273691,0.04826842879273691
stereotypes,0.048083916671025906,0.048083916671025906
female labour force participation,0.047296973499284925,0.047296973499284925
stereotype*,0.046775574445575334,0.046775574445575334
political participation,0.045187333358193874,0.045187333358193874
gender* equit*,0.04495972629428819,0.04495972629428819
representation of women,0.043823756067466274,0.043823756067466274
female labour force,0.04347302051352265,0.04347302051352265
family policy,0.04288552722141117,0.04288552722141117
trafficking of women,-0.04246868188316395,0.04246868188316395
feminist* theor*,-0.04183947508599029,0.04183947508599029
gender-responsive budgeting,0.04141210071361103,0.04141210071361103
women* candidat*,0.040866641770378874,0.040866641770378874
women* candidate*,0.04086664177037887,0.04086664177037887
gender-sensitive ,0.04068367166823493,0.04068367166823493
women* worker*,0.040170035697557,0.040170035697557
unpaid care work,0.03993344324346581,0.03993344324346581
women in leadership,0.039605687775341576,0.039605687775341576
ict women,0.0392258559990179,0.0392258559990179
monetary* polic*,0.03892533124499105,0.03892533124499105
gender awareness,0.03860610735945758,0.03860610735945758
gender gap ,-0.038180440037888536,0.038180440037888536
laws protecting women,-0.037524408482504844,0.037524408482504844
underrepresent*,0.037095884572234124,0.037095884572234124
women-owned,0.03635230416666519,0.03635230416666519
gender* perspective*,0.03617054788859323,0.03617054788859323
gender equity,0.03591507844418413,0.03591507844418413
hegemonic,0.03572641231706935,0.03572641231706935
family* planning* service*,0.0356981774920872,0.0356981774920872
family planning services,0.03569817749208719,0.03569817749208719
family planning,0.03561134304297577,0.03561134304297577
gender bias,0.03546214546851473,0.03546214546851473
gender* bias*,0.03546214546851472,0.03546214546851472
unintended* pregnanc*,-0.033929757497104834,0.033929757497104834
girls,-0.033529394788960214,0.033529394788960214
mainstreaming gender,-0.03338242936238244,0.03338242936238244
reproductive* right*,0.032925371799074656,0.032925371799074656
reproductive rights,0.032925371799074656,0.032925371799074656
gender power,0.032227504772944594,0.032227504772944594
empower girls,0.03204149369405943,0.03204149369405943
disparity,-0.03192646824735318,0.03192646824735318
gender development index,-0.031301459512270924,0.031301459512270924
same rights as men,0.031055223248423094,0.031055223248423094
caste,-0.03103923488649624,0.03103923488649624
gender* equ*,0.030381383430895425,0.030381383430895425
women* victim*,0.029793901222476056,0.029793901222476056
physical abuse,0.029739737740769857,0.029739737740769857
physical* abuse*,0.029739737740769847,0.029739737740769847
women in development,-0.02962243217133498,0.02962243217133498
maternity leave,0.02959317209696769,0.02959317209696769
domestic work,0.029508797786162354,0.029508797786162354
sexuality,-0.029459202688866246,0.029459202688866246
equality between men and women,0.029312665534544764,0.029312665534544764
sexuality education,0.02895071383933561,0.02895071383933561
economic security ,-0.028587269931854686,0.028587269931854686
male dominated,0.028515037301464943,0.028515037301464943
male dominate,0.028515037301464943,0.028515037301464943
equalit*,0.028268209526488886,0.028268209526488886
gender* inequ*,0.028267755216055228,0.028267755216055228
intersectional*,-0.02797113762677532,0.02797113762677532
gender analysis,0.027644128163521547,0.027644128163521547
partner violence,-0.02752468072027559,0.02752468072027559
legislature*,0.027499219206369867,0.027499219206369867
empowerment,-0.027172660413254755,0.027172660413254755
women* leader*,0.027155682644130166,0.027155682644130166
women in decision-making,0.02702871191754139,0.02702871191754139
women* manager*,0.02699036216956819,0.02699036216956819
microfinance,-0.026864074064081724,0.026864074064081724
gender empowerment,-0.026863823585352123,0.026863823585352123
contraceptive use,0.026827137699734882,0.026827137699734882
contraceptive* use*,0.026827137699734868,0.026827137699734868
women's political participation,0.026542742721459144,0.026542742721459144
child marriage,0.026271896447508904,0.026271896447508904
child* marriage*,0.0262718964475089,0.0262718964475089
girl*,0.0257901190250616,0.0257901190250616
female empowerment,-0.025627807459720008,0.025627807459720008
sexual division of labour,0.025495869983292563,0.025495869983292563
international human rights ,0.024791834381289707,0.024791834381289707
gender* inequit*,-0.02451499581767199,0.02451499581767199
women's empowerment,-0.023928532404492293,0.023928532404492293
decision-making,0.023833054059665452,0.023833054059665452
rape,0.023314886031971686,0.023314886031971686
women elected,0.023087434620594594,0.023087434620594594
family violence,0.02286766845179713,0.02286766845179713
remarriage,0.02277362746269264,0.02277362746269264
parity,0.022659597339242967,0.022659597339242967
household work,0.022589496596794,0.022589496596794
household* work* *,0.02258949659679399,0.02258949659679399
marital rape,0.022390410525176985,0.022390410525176985
female employment ,0.022287919439786055,0.022287919439786055
family policies,-0.021957633599206248,0.021957633599206248
gender wage,0.021901043940534375,0.021901043940534375
policy-making,-0.021483219908915704,0.021483219908915704
