Feature,Coefficients,abs_coefficients
adjudication,0.12978921537320687,0.12978921537320687
administration of justice,0.12220536516205142,0.12220536516205142
supreme court,0.12177885918626859,0.12177885918626859
impunity,0.10986428551044977,0.10986428551044977
freedom of religion,0.10488188470497443,0.10488188470497443
constitutionality,0.10339502082957568,0.10339502082957568
freedom of expression,0.10131012813082316,0.10131012813082316
terrorism,0.10041094525528459,0.10041094525528459
democratization,0.09808129411721818,0.09808129411721818
international humanitarian law,0.09758720666428651,0.09758720666428651
genocide,0.09598692854014795,0.09598692854014795
peacemaking,0.08959246873985982,0.08959246873985982
law enforcement,0.08847410634297989,0.08847410634297989
international law,0.08684030703466046,0.08684030703466046
conflict resolution,0.08195327702860222,0.08195327702860222
separation of powers,0.0762758657435598,0.0762758657435598
national security,0.07621481042847496,0.07621481042847496
freedom of association,0.07302726885179417,0.07302726885179417
human security,0.06897466872031953,0.06897466872031953
corrupt,0.06769029724084936,0.06769029724084936
injustice,0.06765853675138779,0.06765853675138779
good governance,0.06691424877316911,0.06691424877316911
jurisdiction,0.06461986471564839,0.06461986471564839
justice system,0.0643615015983691,0.0643615015983691
democracy,0.06335972652333963,0.06335972652333963
peacebuilding,0.062104008227059096,0.062104008227059096
common law,0.06204214052730016,0.06204214052730016
crime prevention,0.06048048631442,0.06048048631442
rule of law,0.059817211411316705,0.059817211411316705
statute,0.05959283305764506,0.05959283305764506
high court,0.05879516833009245,0.05879516833009245
human rights law,0.0570653534251018,0.0570653534251018
presumption of innocence,0.055657693841637976,0.055657693841637976
constitutionalism,0.054654396416681704,0.054654396416681704
the right to privacy,0.054644671499005246,0.054644671499005246
judicial review,0.05441866745825571,0.05441866745825571
peacekeeping,0.05155920339069583,0.05155920339069583
torture,0.05076278505581006,0.05076278505581006
environmental justice,0.050527649846987564,0.050527649846987564
armed conflict,0.05047793358462265,0.05047793358462265
convention on the rights of the child,0.05017744817114105,0.05017744817114105
global justice,0.05017595060927514,0.05017595060927514
crime,0.048668067265203147,0.048668067265203147
treaty,0.04863268012081787,0.04863268012081787
right to privacy,0.048626009454714014,0.048626009454714014
constitutional law,0.04851298311031195,0.04851298311031195
identity politics,0.04833499137960152,0.04833499137960152
e-participation,0.047722943866763574,0.047722943866763574
violence against women,-0.04748259473268143,0.04748259473268143
accountability,0.04720648630767286,0.04720648630767286
decentralization,0.04708483342839335,0.04708483342839335
freedom of information,0.04696054177979289,0.04696054177979289
criminal law,0.045742359908573525,0.045742359908573525
judicial independence,0.0444560392584088,0.0444560392584088
public trust,0.04380734142549434,0.04380734142549434
human rights,0.043427545834301313,0.043427545834301313
affirmative action,0.042654452153243504,0.042654452153243504
criminal justice,0.04255216481840377,0.04255216481840377
civil rights,0.04142000763566874,0.04142000763566874
principle of legality,0.041242525039254636,0.041242525039254636
social injustice,0.0410275055152712,0.0410275055152712
war on terror,0.04045189403717355,0.04045189403717355
open government,0.040293717090897324,0.040293717090897324
civil right,0.03978835021656954,0.03978835021656954
freedom of thought,0.03950350385577895,0.03950350385577895
war crimes,0.03900019524102537,0.03900019524102537
charter,0.03856759706126807,0.03856759706126807
