Feature,Coefficients,abs_coefficients
poverty gap index,-0.5870936256271069,0.5870936256271069
access to basic goods,0.5287050878706496,0.5287050878706496
poverty-growth-inequality triangle,0.4213575691769998,0.4213575691769998
relative deprivation,0.41040550219552696,0.41040550219552696
low socioeconomic status,0.39855444284440994,0.39855444284440994
poverty levels,0.38648694897844904,0.38648694897844904
poverty* rate*,0.3767379696175591,0.3767379696175591
lorenz curve,0.3690274742428996,0.3690274742428996
anti-poverty program,0.361515368841407,0.361515368841407
culture of poverty,0.3606572462164109,0.3606572462164109
poverty rate,-0.3512725636511591,0.3512725636511591
extremely poor,0.33789362483668617,0.33789362483668617
head of household,0.3228872726855574,0.3228872726855574
eradicate extreme poverty,0.30277880492073805,0.30277880492073805
social allowance,0.29186568138587454,0.29186568138587454
antipoverty,-0.26648877618537137,0.26648877618537137
measuring poverty,0.26353801544693695,0.26353801544693695
multidimensional poverty index,-0.24861801190683552,0.24861801190683552
access to basic services,0.2260374191522787,0.2260374191522787
high poverty,-0.21011850280062674,0.21011850280062674
incidence of poverty,0.20943240178239175,0.20943240178239175
poverty indicator,0.20598072770767234,0.20598072770767234
afdc,0.2040006481275735,0.2040006481275735
reduce poverty,0.19447936054223525,0.19447936054223525
poor income,-0.19138222889707096,0.19138222889707096
poverty level,-0.18489091993734771,0.18489091993734771
to reduce poverty,-0.18240917336733423,0.18240917336733423
multidimensional poverty,0.1813400580447207,0.1813400580447207
income protection,0.17359427788020723,0.17359427788020723
food poverty,-0.16794788487589005,0.16794788487589005
urban poverty,-0.1670577845318483,0.1670577845318483
alleviate poverty,0.1627094437048281,0.1627094437048281
microcredit*,0.1610810540796514,0.1610810540796514
poverty reduction strategy paper,0.15535106451744643,0.15535106451744643
old people,-0.15163866004835871,0.15163866004835871
working poor,0.1504621554102151,0.1504621554102151
poor* famil*,0.14888602392768926,0.14888602392768926
end poverty,-0.14430914593147615,0.14430914593147615
welfare reform,0.14422418189477632,0.14422418189477632
poverty measurement,0.14391108133703567,0.14391108133703567
poverty alleviation,-0.1434452431411012,0.1434452431411012
poverty,0.1361882601584617,0.1361882601584617
social safety,0.13302832226661412,0.13302832226661412
begging,0.13199036690199417,0.13199036690199417
land redistribution,0.12621878549049592,0.12621878549049592
poor people,0.12464979106062032,0.12464979106062032
private pension,0.12377700889086451,0.12377700889086451
conditional cash transfer program,0.11201265417992678,0.11201265417992678
poverty risk,0.11047838188143908,0.11047838188143908
food stamps,-0.10672612676093346,0.10672612676093346
pro-poor,0.10658622322986294,0.10658622322986294
risk of poverty,0.1038105929059328,0.1038105929059328
social* program*,0.10339587246961701,0.10339587246961701
social investment,-0.10241617231247892,0.10241617231247892
global poverty,0.1017111048399908,0.1017111048399908
low work intensity,0.10113740618466022,0.10113740618466022
pension plan,-0.10072119777305372,0.10072119777305372
at risk of poverty,0.09440878597443528,0.09440878597443528
public pension,0.09374448722777044,0.09374448722777044
social policies,0.09347789618474218,0.09347789618474218
poor households,0.0904628611210811,0.0904628611210811
combat poverty,0.0896344124369206,0.0896344124369206
food basket,0.08725757072930583,0.08725757072930583
social expenditure,-0.08386496315630823,0.08386496315630823
wealth distribution,-0.08360457801861289,0.08360457801861289
microfinance,0.08329145292516747,0.08329145292516747
social protection systems,-0.08260365673691507,0.08260365673691507
national poverty line,-0.08165005893416534,0.08165005893416534
economic resources,0.08162231159902349,0.08162231159902349
social safety net,-0.07906510477920378,0.07906510477920378
unicef,0.07789759477996142,0.07789759477996142
poverty eradication,-0.07773249329044418,0.07773249329044418
social* service*,0.07586646945144877,0.07586646945144877
social insurance,0.07307829814874119,0.07307829814874119
income* redistribution*,-0.07271888478942429,0.07271888478942429
social services,-0.0725348626727329,0.0725348626727329
rural income,0.07169982503920605,0.07169982503920605
child poverty,0.07126576576364588,0.07126576576364588
determinants of poverty,0.07023864703789102,0.07023864703789102
conditional cash transfer,-0.06928912231381014,0.06928912231381014
social* polic*,-0.0681064925708695,0.0681064925708695
rural poor,-0.06798128066910014,0.06798128066910014
grameen bank,0.06602222245385589,0.06602222245385589
poverty map,-0.0640424558358302,0.0640424558358302
living in poverty,0.06220509353825108,0.06220509353825108
living standard,0.06045218009973662,0.06045218009973662
wealth* inequalit*,-0.05884426118022133,0.05884426118022133
child welfare,0.05859311547923053,0.05859311547923053
poverty* trend*,-0.05787787921236459,0.05787787921236459
poor,0.0578604215564159,0.0578604215564159
social isolation,0.05767462065567973,0.05767462065567973
guaranteed minimum income,-0.056827498533446326,0.056827498533446326
food policy,0.055333573428516004,0.055333573428516004
distributional effects,-0.053103391554940926,0.053103391554940926
social protection,0.05253368302937444,0.05253368302937444
vulnerable population,0.049970798742571425,0.049970798742571425
jobless,0.047934577820586854,0.047934577820586854
median income,0.04714913376789298,0.04714913376789298
severe deprivation,0.04672400666338711,0.04672400666338711
access to credit,0.045879388579813066,0.045879388579813066
access to food,-0.04312195938822516,0.04312195938822516
poverty status,-0.04234932760234054,0.04234932760234054
poor household,-0.04191462660586486,0.04191462660586486
poor* household*,-0.041914626605851595,0.041914626605851595
vulnerable groups,-0.040619391909735084,0.040619391909735084
low income,0.0398272907469434,0.0398272907469434
standard of living,-0.03972739458008569,0.03972739458008569
social protection system,0.03951516670021881,0.03951516670021881
income poverty,0.039290471402023124,0.039290471402023124
disability pensions,-0.03888024136089768,0.03888024136089768
